,Uniprot,Ensembl,GeneID
4632,O15121,ENSG00000143753,8560
4633,Q6QHC5,ENSG00000168350,123099
4634,P35659,ENSG00000124795,7913
4635,Q14154,ENSG00000081791,9812
4636,Q08495,ENSG00000158856,2039
4637,Q8TCE6,ENSG00000119979,404636
4638,A4D1U4,ENSG00000257093,57189
4639,A4D1U4,ENSG00000262599,57189
4640,Q8TEH3,ENSG00000119522,57706
4641,Q6P3S1,ENSG00000213047,163486
4642,Q8IV53,ENSG00000205744,79958
4643,Q9ULE3,ENSG00000146966,27147
4644,P78524,ENSG00000166444,6764
4645,Q68D51,ENSG00000175984,163259
4646,Q9H6A0,ENSG00000162777,79961
4647,O75064,ENSG00000198837,9909
4648,Q5VZ89,ENSG00000137145,55667
4649,Q6IQ26,ENSG00000184014,23258
4650,Q6ZUT9,ENSG00000170456,160518
4651,Q8IWF6,ENSG00000174839,201627
4652,Q8NEG7,ENSG00000205593,414918
4653,A2RUS2,ENSG00000105339,22898
4654,O94850,ENSG00000181418,23109
4655,O43583,ENSG00000139726,8562
4656,Q9Y315,ENSG00000023697,51071
4657,Q5TB30,ENSG00000024526,55635
4658,Q8WUY9,ENSG00000035499,55789
4659,Q8N2C3,ENSG00000166153,120863
4660,O75140,ENSG00000100150,9681
4661,Q96QD5,ENSG00000121690,91614
4662,Q9NTK1,ENSG00000165507,11067
4663,Q9BUN8,ENSG00000136986,79139
4664,Q9GZP9,ENSG00000072849,51009
4665,Q96Q80,ENSG00000099958,91319
4666,Q96Q80,ENSG00000274437,91319
4667,Q07507,ENSG00000143196,1805
4668,Q6ICB0,ENSG00000100418,27351
4669,Q9BSY9,ENSG00000121644,51029
4670,P17661,ENSG00000175084,1674
4671,P15924,ENSG00000096696,1832
4672,P60981,ENSG00000125868,11034
4673,Q7L5Y6,ENSG00000140543,55070
4674,Q05D60,ENSG00000165325,159989
4675,O95424,ENSG00000182108,28955
4676,O15263,ENSG00000171711,100289462
4677,O15263,ENSG00000171711,1673
4678,O15263,ENSG00000177257,100289462
4679,O15263,ENSG00000177257,1673
4680,O15263,ENSG00000275444,100289462
4681,O15263,ENSG00000275444,1673
4682,O15263,ENSG00000285181,100289462
4683,O15263,ENSG00000285181,1673
4684,O15263,ENSG00000285433,100289462
4685,O15263,ENSG00000285433,1673
4686,O00273,ENSG00000160049,1676
4687,O76075,ENSG00000169598,1677
4688,Q6ZPD8,ENSG00000184210,347516
4689,O75907,ENSG00000185000,8694
4690,O75907,ENSG00000285482,8694
4691,Q96PD7,ENSG00000062282,84649
4692,Q9BY27,ENSG00000128185,85359
4693,Q14129,ENSG00000183628,8214
4694,Q8WYQ5,ENSG00000128191,54487
4695,P23743,ENSG00000065357,1606
4696,Q9Y6T7,ENSG00000136267,1607
4697,Q16760,ENSG00000077044,8527
4698,Q16760,ENSG00000280873,8527
4699,P52429,ENSG00000153933,8526
4700,P49619,ENSG00000058866,1608
4701,Q86XP1,ENSG00000102780,160851
4702,O75912,ENSG00000157680,9162
4703,Q5KSL6,ENSG00000274588,139189
4704,P52824,ENSG00000145214,1609
4705,Q13574,ENSG00000149091,8525
4706,Q9Y4D2,ENSG00000134780,747
4707,Q8NCG7,ENSG00000164535,221955
4708,Q16854,ENSG00000114956,1716
4709,Q8NBQ5,ENSG00000198189,51170
4710,Q53GQ0,ENSG00000149084,51144
4711,Q7Z5P4,ENSG00000170509,345275
4712,Q9BPX1,ENSG00000087076,51171
4713,P14061,ENSG00000108786,3292
4714,P37059,ENSG00000086696,3294
4715,P37058,ENSG00000130948,3293
4716,P51659,ENSG00000133835,3295
4717,P56937,ENSG00000132196,51478
4718,Q92506,ENSG00000112474,7923
4719,Q92506,ENSG00000204228,7923
4720,Q92506,ENSG00000228357,7923
4721,Q92506,ENSG00000232357,7923
4722,Q92506,ENSG00000228712,7923
4723,Q92506,ENSG00000225312,7923
4724,Q15392,ENSG00000116133,1718
4725,Q9UBM7,ENSG00000172893,1717
4726,Q86SQ9,ENSG00000117682,79947
4727,Q9UQ10,ENSG00000104808,27294
4728,P00367,ENSG00000148672,2746
4729,P49448,ENSG00000182890,2747
4730,P49448,ENSG00000288118,2747
4731,O43323,ENSG00000139549,50846
4732,Q7Z5J1,ENSG00000167733,374875
4733,P28845,ENSG00000117594,3290
4734,P80365,ENSG00000176387,3291
4735,P09417,ENSG00000151552,5860
4736,Q6UWP2,ENSG00000278535,79154
4737,Q6UWP2,ENSG00000275397,79154
4738,A0PJE2,ENSG00000102796,79758
4739,Q6UX07,ENSG00000167536,147015
4740,Q96LJ7,ENSG00000157379,115817
4741,Q96LJ7,ENSG00000284868,115817
4742,Q13268,ENSG00000100867,10202
4743,O75911,ENSG00000162496,9249
4744,Q9BTZ2,ENSG00000157326,10901
4745,Q9BTZ2,ENSG00000284807,10901
4746,Q9Y394,ENSG00000100612,51635
4747,Q9BPW9,ENSG00000073737,10170
4748,Q8N5I4,ENSG00000169084,207063
4749,O14521,ENSG00000204370,6392
4750,Q00796,ENSG00000140263,6652
4751,Q96HY7,ENSG00000181192,55526
4752,O43143,ENSG00000109606,1665
4753,O60231,ENSG00000204560,8449
4754,O60231,ENSG00000206486,8449
4755,O60231,ENSG00000233561,8449
4756,O60231,ENSG00000226171,8449
4757,O60231,ENSG00000233418,8449
4758,O60231,ENSG00000233049,8449
4759,O60231,ENSG00000231377,8449
4760,Q7Z478,ENSG00000067248,54505
4761,Q7L2E3,ENSG00000132153,22907
4762,Q7L7V1,ENSG00000089876,55760
4763,Q9H6R0,ENSG00000005100,56919
4764,Q14147,ENSG00000134815,9704
4765,Q9H5Z1,ENSG00000101452,60625
4766,Q9H2U1,ENSG00000174953,170506
4767,Q8IY37,ENSG00000150990,57647
4768,Q8IX18,ENSG00000108406,79665
4769,Q6P158,ENSG00000163214,90957
4770,Q96C10,ENSG00000108771,79132
4771,Q14562,ENSG00000067596,1659
4772,Q08211,ENSG00000135829,1660
4773,P49366,ENSG00000095059,1725
4774,Q8TF46,ENSG00000166938,115752
4775,Q8IYB7,ENSG00000144535,129563
4776,Q01459,ENSG00000117151,1486
4777,O60610,ENSG00000131504,1729
4778,O60879,ENSG00000147202,1730
4779,Q9NSV4,ENSG00000139734,81624
4780,Q9UPY3,ENSG00000100697,23405
4781,Q9UBX3,ENSG00000183048,1468
4782,Q9BTC0,ENSG00000101191,11083
4783,Q5T7M9,ENSG00000154511,388650
4784,Q5VUD6,ENSG00000165716,138311
4785,Q0P6D2,ENSG00000187773,125704
4786,Q8NDZ4,ENSG00000181744,205428
4787,Q9H7Y0,ENSG00000147113,79742
4788,Q9UNQ2,ENSG00000086189,27292
4789,Q14689,ENSG00000160305,23181
4790,Q9P265,ENSG00000066084,57609
4791,Q9Y2E4,ENSG00000151240,22982
4792,O95057,ENSG00000176490,148252
4793,Q96HU8,ENSG00000165023,54769
4794,O95661,ENSG00000162595,9077
4795,Q96SL1,ENSG00000138463,84925
4796,Q9NRI5,ENSG00000162946,27185
4797,Q96F81,ENSG00000154309,84976
4798,A7MBM2,ENSG00000140323,85455
4799,Q9P2K9,ENSG00000204624,57540
4800,Q155Q3,ENSG00000150764,85458
4801,Q9UBS4,ENSG00000090520,51726
4802,Q9NXW2,ENSG00000148719,54788
4803,P59910,ENSG00000187726,374407
4804,Q8TBM8,ENSG00000164031,79982
4805,Q8IXB1,ENSG00000077232,54431
4806,Q9NVH1,ENSG00000007923,55735
4807,Q9UKB3,ENSG00000108176,56521
4808,O75165,ENSG00000138246,23317
4809,Q6Y2X3,ENSG00000135392,85406
4810,Q9Y5T4,ENSG00000120675,29103
4811,Q9Y2G8,ENSG00000116138,23341
4812,Q9NVM6,ENSG00000104129,55192
4813,Q9H819,ENSG00000170464,202052
4814,Q9H819,ENSG00000288275,202052
4815,Q5F1R6,ENSG00000168724,134218
4816,Q8N4W6,ENSG00000178401,79962
4817,Q6P3W2,ENSG00000170946,120526
4818,Q9H1X3,ENSG00000059769,548645
4819,Q9H1X3,ENSG00000059769,552891
4820,Q9NZQ0,ENSG00000115137,51277
4821,Q9NX36,ENSG00000177692,54943
4822,Q9NX36,ENSG00000262911,54943
4823,Q96LL9,ENSG00000176410,84277
4824,O60832,ENSG00000130826,1736
4825,O94907,ENSG00000107984,22943
4826,Q9UBU2,ENSG00000155011,27123
4827,Q9UBP4,ENSG00000050165,27122
4828,Q9UBT3,ENSG00000104371,27121
4829,Q9UK85,ENSG00000104901,27120
4830,P09622,ENSG00000091140,1738
4831,Q9Y238,ENSG00000008226,9940
4832,Q12959,ENSG00000075711,1739
4833,Q15700,ENSG00000150672,1740
4834,Q92796,ENSG00000082458,1741
4835,P78352,ENSG00000132535,1742
4836,Q8TDM6,ENSG00000151208,9231
4837,Q8TDM6,ENSG00000274429,9231
4838,O14490,ENSG00000170579,9229
4839,O95886,ENSG00000116544,58512
4840,Q9Y2H0,ENSG00000080845,22839
4841,Q15398,ENSG00000126787,9787
4842,P80370,ENSG00000185559,8788
4843,Q6UY11,ENSG00000171462,65989
4844,O00548,ENSG00000198719,28514
4845,O00548,ENSG00000275555,28514
4846,Q9NYJ7,ENSG00000090932,10683
4847,Q9NR61,ENSG00000128917,54567
4848,Q86YH6,ENSG00000164494,57107
4849,Q9NP97,ENSG00000125971,83658
4850,Q8TF09,ENSG00000168589,83657
4851,P56177,ENSG00000144355,1745
4852,Q07687,ENSG00000115844,1746
4853,O60479,ENSG00000064195,1747
4854,Q92988,ENSG00000108813,1748
4855,P56178,ENSG00000105880,1749
4856,P56179,ENSG00000006377,1750
4857,Q96GE9,ENSG00000137038,90871
4858,Q9NW81,ENSG00000105341,55101
4859,Q9NPF5,ENSG00000178028,55929
4860,Q9UGM3,ENSG00000187908,1755
4861,Q8NFW5,ENSG00000197587,127343
4862,P28068,ENSG00000241674,3109
4863,P28068,ENSG00000242092,3109
4864,P28068,ENSG00000241296,3109
4865,P28068,ENSG00000242574,3109
4866,P28068,ENSG00000234154,3109
4867,P28068,ENSG00000239329,3109
4868,P28068,ENSG00000226264,3109
4869,P28068,ENSG00000242386,3109
4870,Q14565,ENSG00000100206,11144
4871,P11532,ENSG00000198947,1756
4872,Q6E0U4,ENSG00000161249,93099
4873,Q13316,ENSG00000152592,1758
4874,Q09013,ENSG00000104936,1760
4875,Q9Y5R6,ENSG00000137090,1761
4876,Q9Y5R5,ENSG00000173253,10655
4877,Q9NQL9,ENSG00000064218,58524
4878,Q5VZB9,ENSG00000176399,63951
4879,Q96MA1,ENSG00000143006,63948
4880,Q5HYR2,ENSG00000184911,63947
4881,Q5HYR2,ENSG00000184911,728656
4882,Q5HYR2,ENSG00000269502,63947
4883,Q5HYR2,ENSG00000269502,728656
4884,Q8IXT2,ENSG00000142025,63946
4885,Q96SC8,ENSG00000142700,63950
4886,Q9Y222,ENSG00000135164,9988
4887,Q09019,ENSG00000185800,1762
4888,Q9Y485,ENSG00000172869,1657
4889,Q8TDJ6,ENSG00000104093,23312
4890,P51530,ENSG00000138346,1763
4891,Q9UI46,ENSG00000122735,27019
4892,Q9GZS0,ENSG00000171595,64446
4893,Q8IWG1,ENSG00000162643,126820
4894,Q5VTH9,ENSG00000152763,79819
4895,Q6TDU7,ENSG00000118307,55259
4896,Q4LDG9,ENSG00000119661,83544
4897,O96015,ENSG00000100246,10126
4898,P24855,ENSG00000213918,1773
4899,Q8IYX4,ENSG00000256453,373863
4900,Q8NFT8,ENSG00000187957,92737
4901,Q96M86,ENSG00000179532,144132
4902,Q9UF47,ENSG00000147570,85479
4903,Q8N7S2,ENSG00000163793,285126
4904,P31689,ENSG00000086061,3301
4905,O60884,ENSG00000069345,10294
4906,Q96EY1,ENSG00000103423,9093
4907,Q96EY1,ENSG00000276726,9093
4908,Q8WW22,ENSG00000140403,55466
4909,P25685,ENSG00000132002,3337
4910,P25686,ENSG00000135924,3300
4911,Q9UDY4,ENSG00000162616,11080
4912,O75953,ENSG00000137094,25822
4913,O75190,ENSG00000105993,10049
4914,Q7Z6W7,ENSG00000172404,150353
4915,Q8NHS0,ENSG00000179407,165721
4916,Q9UBS3,ENSG00000128590,4189
4917,Q96KC8,ENSG00000136770,64215
4918,Q99543,ENSG00000105821,27000
4919,Q13217,ENSG00000102580,5611
4920,Q9NNZ3,ENSG00000110011,3338
4921,Q9H3Z4,ENSG00000101152,80331
4922,Q99615,ENSG00000168259,7266
4923,O75937,ENSG00000126698,22826
4924,O75937,ENSG00000285317,22826
4925,Q8WXX5,ENSG00000213551,23234
4926,P18858,ENSG00000105486,3978
4927,P49916,ENSG00000005156,3980
4928,P49917,ENSG00000174405,3981
4929,Q5SXM8,ENSG00000213221,728489
4930,O00429,ENSG00000087470,10059
4931,Q9Y6K1,ENSG00000119772,1788
4932,Q9UBC3,ENSG00000088305,1789
4933,Q9UJW3,ENSG00000142182,29947
4934,Q6XZF7,ENSG00000107554,23268
4935,P26358,ENSG00000130816,1786
4936,Q9ULA0,ENSG00000123992,23549
4937,O43598,ENSG00000112667,10591
4938,O00115,ENSG00000105612,1777
4939,Q8WZ79,ENSG00000137976,58511
4940,P49184,ENSG00000013563,1774
4941,Q92874,ENSG00000167968,1775
4942,Q13609,ENSG00000163687,1776
4943,P06340,ENSG00000204252,3111
4944,P06340,ENSG00000206292,3111
4945,P06340,ENSG00000231558,3111
4946,P06340,ENSG00000232957,3111
4947,P06340,ENSG00000232962,3111
4948,P06340,ENSG00000230141,3111
4949,P06340,ENSG00000235744,3111
4950,P13765,ENSG00000243612,3112
4951,P13765,ENSG00000241106,3112
4952,P13765,ENSG00000241386,3112
4953,P13765,ENSG00000243496,3112
4954,P13765,ENSG00000241910,3112
4955,P13765,ENSG00000239457,3112
4956,Q96BY6,ENSG00000135905,55619
4957,Q5JSL3,ENSG00000147251,139818
4958,Q14183,ENSG00000149927,8448
4959,Q14184,ENSG00000272636,8447
4960,Q14185,ENSG00000150760,1793
4961,Q92608,ENSG00000134516,1794
4962,Q8IZD9,ENSG00000088538,1795
4963,Q8N1I0,ENSG00000128512,9732
4964,Q9H7D0,ENSG00000147459,80005
4965,Q96HP0,ENSG00000130158,57572
4966,Q96N67,ENSG00000116641,85440
4967,Q8NF50,ENSG00000107099,81704
4968,Q9BZ29,ENSG00000088387,23348
4969,Q9BU89,ENSG00000129932,83475
4970,Q99704,ENSG00000115325,1796
4971,O60496,ENSG00000147443,9046
4972,Q7L591,ENSG00000146094,79930
4973,Q8TEW6,ENSG00000125170,55715
4974,Q9P104,ENSG00000101134,55816
4975,Q6PKX4,ENSG00000206052,220164
4976,Q18PE1,ENSG00000175920,285489
4977,Q9UPQ8,ENSG00000175283,22845
4978,Q9NYP3,ENSG00000159147,29980
4979,Q5JWR5,ENSG00000083097,23033
4980,Q9Y3R5,ENSG00000142197,9980
4981,P30046,ENSG00000099977,1652
4982,P30046,ENSG00000275003,1652
4983,P09172,ENSG00000123454,1621
4984,Q86YN1,ENSG00000167130,57171
4985,Q8TEK3,ENSG00000104885,84444
4986,Q1HG43,ENSG00000140254,90527
4987,Q1HG44,ENSG00000140274,405753
4988,Q9UKG1,ENSG00000157500,26060
4989,Q8NEU8,ENSG00000136044,55198
4990,A0A0U1RQF7,ENSG00000263201,100131303
4991,P20036,ENSG00000168384,3113
4992,P20036,ENSG00000206291,3113
4993,P20036,ENSG00000224103,3113
4994,P20036,ENSG00000231389,3113
4995,P20036,ENSG00000228163,3113
4996,P20036,ENSG00000235844,3113
4997,P20036,ENSG00000229685,3113
4998,P20036,ENSG00000236177,3113
4999,P04440,ENSG00000215048,3115
5000,P04440,ENSG00000236693,3115
5001,P04440,ENSG00000223865,3115
5002,P04440,ENSG00000230763,3115
5003,P04440,ENSG00000226826,3115
5004,P04440,ENSG00000237710,3115
5005,Q9BVM2,ENSG00000166171,25911
5006,P16444,ENSG00000015413,1800
5007,Q9H4A9,ENSG00000167261,64174
5008,Q9H4B8,ENSG00000141096,64180
5009,Q92782,ENSG00000011332,8193
5010,Q92784,ENSG00000205683,8110
5011,Q9BZG8,ENSG00000108963,1801
5012,Q9BQC3,ENSG00000132768,1802
5013,Q96FX2,ENSG00000154813,285381
5014,Q9H2P9,ENSG00000117543,51611
5015,Q7L8W6,ENSG00000134146,89978
5016,Q9BTV6,ENSG00000148399,92715
5017,O60762,ENSG00000000419,8813
5018,O94777,ENSG00000136908,8818
5019,Q9P2X0,ENSG00000179085,54344
5020,Q14181,ENSG00000014138,23649
5021,P28340,ENSG00000062822,5424
5022,P49005,ENSG00000106628,5425
5023,Q15054,ENSG00000077514,10714
5024,Q9HCU8,ENSG00000175482,57804
5025,Q07864,ENSG00000177084,5426
5026,P56282,ENSG00000100479,5427
5027,Q9NRF9,ENSG00000148229,54107
5028,Q9NR33,ENSG00000115350,56655
5029,P54098,ENSG00000140521,5428
5030,Q9UHN1,ENSG00000256525,11232
5031,P09884,ENSG00000101868,5422
5032,P06746,ENSG00000070501,5423
5033,Q9UGP5,ENSG00000166169,27343
5034,Q9NP87,ENSG00000122678,27434
5035,Q7Z5Q5,ENSG00000130997,353497
5036,O75417,ENSG00000051341,10721
5037,Q8N608,ENSG00000175497,57628
5038,Q9UHL4,ENSG00000176978,29952
5039,Q9NY33,ENSG00000254986,10072
5040,P27487,ENSG00000197635,1803
5041,P42658,ENSG00000130226,1804
5042,Q6V1X1,ENSG00000074603,54878
5043,Q86TI2,ENSG00000142002,91039
5044,Q7Z7J5,ENSG00000163530,151871
5045,Q6W0C5,ENSG00000187569,359787
5046,Q7L190,ENSG00000121570,55211
5047,A6NC42,ENSG00000203909,340168
5048,A6NFQ7,ENSG00000204595,503834
5049,Q5T2R2,ENSG00000148459,23590
5050,Q8TB45,ENSG00000155792,64798
5051,Q9C005,ENSG00000162961,84661
5052,Q12882,ENSG00000188641,1806
5053,Q14194,ENSG00000072832,1400
5054,Q16555,ENSG00000092964,1808
5055,Q14195,ENSG00000113657,1809
5056,O14531,ENSG00000151640,10570
5057,Q9BPU6,ENSG00000157851,56896
5058,Q14117,ENSG00000147647,1807
5059,P01909,ENSG00000196735,3117
5060,P01909,ENSG00000206305,3117
5061,P01909,ENSG00000232062,3117
5062,P01906,ENSG00000206301,3118
5063,P01906,ENSG00000237541,3118
5064,P01906,ENSG00000231526,3118
5065,P01906,ENSG00000257473,3118
5066,P01906,ENSG00000225103,3118
5067,P01906,ENSG00000223793,3118
5068,P01906,ENSG00000233192,3118
5069,P01906,ENSG00000231823,3118
5070,P01920,ENSG00000231286,3119
5071,P01920,ENSG00000233209,3119
5072,P01920,ENSG00000225824,3119
5073,P05538,ENSG00000196610,3120
5074,P05538,ENSG00000232629,3120
5075,P05538,ENSG00000226165,3120
5076,P05538,ENSG00000228813,3120
5077,P05538,ENSG00000228254,3120
5078,P05538,ENSG00000224305,3120
5079,P05538,ENSG00000230675,3120
5080,P05538,ENSG00000229493,3120
5081,Q8TE96,ENSG00000144045,165545
5082,Q6PKH6,ENSG00000187630,317749
5083,Q8NEX9,ENSG00000170426,121214
5084,Q8N682,ENSG00000136048,55332
5085,Q6UX65,ENSG00000156171,128338
5086,Q8NBI3,ENSG00000162490,374946
5087,P01903,ENSG00000227993,3122
5088,P01903,ENSG00000206308,3122
5089,P01903,ENSG00000204287,3122
5090,P01903,ENSG00000234794,3122
5091,P01903,ENSG00000230726,3122
5092,P01903,ENSG00000228987,3122
5093,P01903,ENSG00000226260,3122
5094,P01903,ENSG00000277263,3122
5095,P01911,ENSG00000196126,3123
5096,P79483,ENSG00000196101,3125
5097,P79483,ENSG00000231679,3125
5098,P13762,ENSG00000227357,3126
5099,P13762,ENSG00000231021,3126
5100,Q30154,ENSG00000198502,3127
5101,Q96DY2,ENSG00000166578,115811
5102,Q86XH1,ENSG00000132321,79781
5103,Q96MC2,ENSG00000157856,92749
5104,Q8IXS2,ENSG00000139537,85478
5105,Q9H069,ENSG00000171962,83450
5106,O95995,ENSG00000141013,2622
5107,Q5JU00,ENSG00000146221,202500
5108,Q8NEE6,ENSG00000161040,222235
5109,Q8IY82,ENSG00000159625,84229
5110,Q5VUJ9,ENSG00000203666,84288
5111,Q9H095,ENSG00000114473,84223
5112,P21728,ENSG00000184845,1812
5113,P14416,ENSG00000149295,1813
5114,P35462,ENSG00000151577,1814
5115,P21917,ENSG00000069696,1815
5116,P21917,ENSG00000276825,1815
5117,P21918,ENSG00000169676,1816
5118,Q16643,ENSG00000113758,1627
5119,Q9Y295,ENSG00000185721,4733
5120,P55039,ENSG00000108591,1819
5121,A6NNA5,ENSG00000165606,644168
5122,Q6PGQ1,ENSG00000189269,51233
5123,Q13474,ENSG00000102385,1821
5124,Q6IAN0,ENSG00000109016,25979
5125,A6NNS2,ENSG00000184544,201140
5126,Q6B8I1,ENSG00000079393,51207
5127,Q9UII6,ENSG00000079393,51207
5128,Q08554,ENSG00000134765,1823
5129,Q02487,ENSG00000134755,1824
5130,Q14574,ENSG00000134762,1825
5131,O60469,ENSG00000171587,1826
5132,Q8TD84,ENSG00000177103,57453
5133,P57055,ENSG00000183145,53820
5134,Q8IZU8,ENSG00000171451,92126
5135,Q8IZU8,ENSG00000262102,92126
5136,Q9UL01,ENSG00000111817,29940
5137,Q02413,ENSG00000134760,1828
5138,Q14126,ENSG00000046604,1829
5139,P32926,ENSG00000134757,1830
5140,Q86SJ6,ENSG00000175065,147409
5141,Q9H410,ENSG00000149636,79980
5142,Q9NZW4,ENSG00000152591,1834
5143,P55265,ENSG00000160710,103
5144,Q96EV8,ENSG00000047579,84062
5145,Q8TEA8,ENSG00000125821,92675
5146,Q96FN9,ENSG00000129480,112487
5147,Q6ZMT9,ENSG00000197057,401124
5148,Q9NZJ0,ENSG00000143476,51514
5149,Q9Y4J8,ENSG00000134769,1837
5150,O60941,ENSG00000138101,1838
5151,Q8N5C7,ENSG00000104047,56986
5152,Q8NBA8,ENSG00000169570,285605
5153,Q86Y01,ENSG00000135144,1840
5154,Q86UW9,ENSG00000091073,113878
5155,Q8TDB6,ENSG00000163840,151636
5156,Q8N9I9,ENSG00000178498,196403
5157,Q9Y2E6,ENSG00000110042,23220
5158,Q9NRD9,ENSG00000137857,53905
5159,Q9NRD8,ENSG00000140279,50506
5160,Q9Y6W6,ENSG00000143507,11221
5161,O75319,ENSG00000144048,8446
5162,Q9UNI6,ENSG00000081721,11266
5163,O95147,ENSG00000276023,11072
5164,O95147,ENSG00000275932,11072
5165,Q9H1R2,ENSG00000149599,128853
5166,Q9BY84,ENSG00000111266,80824
5167,Q9BY84,ENSG00000280962,80824
5168,Q8NEJ0,ENSG00000167065,150290
5169,Q8WTR2,ENSG00000162999,142679
5170,Q6P1R4,ENSG00000169718,64118
5171,P28562,ENSG00000120129,1843
5172,Q9H596,ENSG00000189037,63904
5173,Q9NRW4,ENSG00000112679,56940
5174,Q9BVJ7,ENSG00000158716,54935
5175,Q9BV47,ENSG00000133878,78986
5176,Q4G0W2,ENSG00000188542,285193
5177,Q68J44,ENSG00000188716,338599
5178,Q68J44,ENSG00000281660,338599
5179,Q9NX74,ENSG00000167264,54920
5180,Q05923,ENSG00000158050,1844
5181,Q96G46,ENSG00000141994,56931
5182,P51452,ENSG00000108861,1845
5183,O95620,ENSG00000105865,11062
5184,O95620,ENSG00000284103,11062
5185,Q13115,ENSG00000120875,1846
5186,Q16690,ENSG00000138166,1847
5187,Q16828,ENSG00000139318,1848
5188,Q16829,ENSG00000164086,1849
5189,Q13202,ENSG00000184545,1850
5190,Q13202,ENSG00000278165,1850
5191,Q13202,ENSG00000273793,1850
5192,Q99956,ENSG00000130829,1852
5193,Q6XUX3,ENSG00000133059,25778
5194,P33316,ENSG00000128951,1854
5195,Q9UBX2,ENSG00000260596,100288687
5196,A6NLW8,ENSG00000258873,503835
5197,O14640,ENSG00000107404,1855
5198,O14641,ENSG00000004975,1856
5199,Q92997,ENSG00000161202,1857
5200,O00148,ENSG00000123136,10212
5201,Q13838,ENSG00000215425,7919
5202,Q13838,ENSG00000198563,7919
5203,Q13838,ENSG00000225073,7919
5204,Q13838,ENSG00000225859,7919
5205,Q13838,ENSG00000229496,7919
5206,Q13838,ENSG00000235439,7919
5207,Q13838,ENSG00000230624,7919
5208,O77932,ENSG00000204348,1797
5209,O77932,ENSG00000206346,1797
5210,O77932,ENSG00000236765,1797
5211,O77932,ENSG00000234798,1797
5212,O77932,ENSG00000225682,1797
5213,O77932,ENSG00000224313,1797
5214,Q8WWB3,ENSG00000170788,143241
5215,Q96IM9,ENSG00000133665,84332
5216,Q8IVF4,ENSG00000197653,196385
5217,Q96DT5,ENSG00000105877,8701
5218,Q6ZR08,ENSG00000174844,201625
5219,Q0VDD8,ENSG00000185842,127602
5220,Q9UFH2,ENSG00000187775,8632
5221,Q9P2D7,ENSG00000114841,25981
5222,Q9P225,ENSG00000183914,146754
5223,Q8TD57,ENSG00000158486,55567
5224,Q8TE73,ENSG00000039139,1767
5225,Q9C0G6,ENSG00000115423,1768
5226,Q8WXX0,ENSG00000118997,56171
5227,Q96JB1,ENSG00000124721,1769
5228,Q9NYC9,ENSG00000007174,1770
5229,Q14204,ENSG00000197102,1778
5230,Q8NCM8,ENSG00000187240,79659
5231,P63167,ENSG00000088986,8655
5232,Q96FJ2,ENSG00000264364,140735
5233,P63172,ENSG00000146425,6993
5234,Q8IZS6,ENSG00000184786,6991
5235,Q8IZS6,ENSG00000275368,6991
5236,P51808,ENSG00000165169,6990
5237,Q5JR98,ENSG00000188396,343521
5238,Q8N7M0,ENSG00000152760,200132
5239,Q7RTS9,ENSG00000141627,54808
5240,Q05193,ENSG00000106976,1759
5241,P50570,ENSG00000079805,1785
5242,Q9UQ16,ENSG00000197959,26052
5243,Q8N1N2,ENSG00000178690,284254
5244,Q13627,ENSG00000157540,1859
5245,Q9Y463,ENSG00000105204,9149
5246,Q9Y463,ENSG00000281320,9149
5247,Q86XF0,ENSG00000178700,200895
5248,Q92630,ENSG00000127334,8445
5249,O43781,ENSG00000143479,8444
5250,Q9NR20,ENSG00000010219,8798
5251,P00374,ENSG00000228716,1719
5252,O75923,ENSG00000135636,8291
5253,Q03001,ENSG00000151914,667
5254,Q8WW35,ENSG00000213123,255758
5255,A2CJ06,ENSG00000232125,391475
5256,Q9NVP4,ENSG00000089091,55184
5257,Q8IYY4,ENSG00000158163,199221
5258,Q86YF9,ENSG00000134874,22873
5259,Q86Y13,ENSG00000198919,9666
5260,Q9BQI3,ENSG00000086232,27102
5261,P19525,ENSG00000055332,5610
5262,Q9NZJ5,ENSG00000172071,9451
5263,Q9P2K8,ENSG00000128829,440275
5264,Q01094,ENSG00000101412,1869
5265,Q14209,ENSG00000007968,1870
5266,Q14209,ENSG00000282899,1870
5267,O00716,ENSG00000112242,1871
5268,Q16254,ENSG00000205250,1874
5269,Q15329,ENSG00000133740,1875
5270,O75461,ENSG00000169016,1876
5271,Q96AV8,ENSG00000165891,144455
5272,A0AVK6,ENSG00000129173,79733
5273,Q9H4G0,ENSG00000088367,2036
5274,O43491,ENSG00000079819,2037
5275,Q9Y2J2,ENSG00000082397,23136
5276,Q9HCM4,ENSG00000115109,57669
5277,Q9HCS5,ENSG00000129595,64097
5278,Q9H329,ENSG00000095203,54566
5279,Q66K89,ENSG00000167967,1877
5280,P43003,ENSG00000079215,6507
5281,P43004,ENSG00000110436,6506
5282,P43005,ENSG00000106688,6505
5283,P48664,ENSG00000105143,6511
5284,O00341,ENSG00000162383,6512
5285,Q96JC9,ENSG00000144597,85403
5286,Q96CJ1,ENSG00000145088,55840
5287,Q9HAF1,ENSG00000163875,64769
5288,Q56P03,ENSG00000129518,55837
5289,P0CF75,ENSG00000223601,340900
5290,Q6P2I7,ENSG00000255423,55096
5291,Q99848,ENSG00000117395,10969
5292,Q9BY08,ENSG00000123179,84650
5293,Q15125,ENSG00000147155,10682
5294,O95905,ENSG00000122882,11319
