,Uniprot,Ensembl,GeneID
10370,Q9Y561,ENSG00000147650,29967
10371,Q9NZR2,ENSG00000168702,53353
10372,Q07954,ENSG00000123384,4035
10373,P98164,ENSG00000081479,4036
10374,O75074,ENSG00000130881,4037
10375,O75096,ENSG00000134569,4038
10376,O75197,ENSG00000162337,4041
10377,O75581,ENSG00000070018,4040
10378,O75581,ENSG00000281324,4040
10379,Q14114,ENSG00000157193,7804
10380,A6NJW4,ENSG00000204913,100505591
10381,Q7Z2Q7,ENSG00000186105,100130733
10382,Q9BTT6,ENSG00000137269,55227
10383,Q9BYS8,ENSG00000163827,79442
10384,Q9BY71,ENSG00000160233,81543
10385,Q9HBW1,ENSG00000128594,64101
10386,A4D1F6,ENSG00000240720,401387
10387,Q32MZ4,ENSG00000124831,9208
10388,Q9Y608,ENSG00000093167,9209
10389,Q38SD2,ENSG00000154237,79705
10390,Q5S007,ENSG00000188906,120892
10391,Q6UXK5,ENSG00000175928,57633
10392,O75325,ENSG00000170382,10446
10393,Q9H3W5,ENSG00000173114,54674
10394,Q8WUT4,ENSG00000125872,164312
10395,Q86UE6,ENSG00000162951,347730
10396,O43300,ENSG00000146006,26045
10397,Q86VH5,ENSG00000198739,347731
10398,Q86VH4,ENSG00000176204,80059
10399,Q6UWE0,ENSG00000148356,90678
10400,Q9HBL6,ENSG00000144771,57408
10401,Q8N967,ENSG00000166159,654429
10402,Q8N967,ENSG00000285383,654429
10403,Q9UFC0,ENSG00000161036,222229
10404,Q8ND56,ENSG00000257103,26065
10405,Q8ND56,ENSG00000262860,26065
10406,Q9BX40,ENSG00000149657,149986
10407,Q13449,ENSG00000185565,4045
10408,Q9H089,ENSG00000041802,55341
10409,P01229,ENSG00000104826,3972
10410,P22888,ENSG00000138039,3973
10411,Q969L4,ENSG00000181817,84967
10412,P83369,ENSG00000155858,134353
10413,Q3MHD2,ENSG00000161654,124801
10414,O15116,ENSG00000175324,27257
10415,Q9Y333,ENSG00000204392,57819
10416,Q9Y333,ENSG00000172850,57819
10417,Q9Y333,ENSG00000231502,57819
10418,Q9Y333,ENSG00000224979,57819
10419,Q9Y333,ENSG00000225998,57819
10420,Q9Y333,ENSG00000236826,57819
10421,P62310,ENSG00000170860,27258
10422,Q9Y4Z0,ENSG00000130520,25804
10423,Q9Y4Y9,ENSG00000106355,23658
10424,P62312,ENSG00000164167,11157
10425,Q9UK45,ENSG00000130332,51690
10426,O95777,ENSG00000128534,51691
10427,Q9BRA0,ENSG00000183011,84316
10428,Q8N8F7,ENSG00000181016,286006
10429,Q8N112,ENSG00000179564,132228
10430,P33241,ENSG00000130592,4046
10431,P33241,ENSG00000288199,4046
10432,Q86X29,ENSG00000105699,51599
10433,P48449,ENSG00000160285,4047
10434,O00453,ENSG00000204482,7940
10435,O00453,ENSG00000206433,7940
10436,O00453,ENSG00000235915,7940
10437,O00453,ENSG00000231048,7940
10438,O00453,ENSG00000226182,7940
10439,O00453,ENSG00000223465,7940
10440,O00453,ENSG00000234514,7940
10441,O00453,ENSG00000230791,7940
10442,Q9HCC9,ENSG00000159733,57732
10443,Q9BVC4,ENSG00000167965,64223
10444,Q15722,ENSG00000213903,1241
10445,Q15722,ENSG00000285456,1241
10446,Q9NPC1,ENSG00000213906,56413
10447,Q9NPC1,ENSG00000285203,56413
10448,Q14766,ENSG00000049323,4052
10449,Q14767,ENSG00000119681,4053
10450,Q9NS15,ENSG00000168056,4054
10451,Q8N2S1,ENSG00000090006,8425
10452,Q16873,ENSG00000213316,4056
10453,Q16873,ENSG00000283887,4056
10454,P29376,ENSG00000062524,4058
10455,Q6P1Q0,ENSG00000050426,25875
10456,O94822,ENSG00000198862,26046
10457,Q8WV07,ENSG00000149716,220064
10458,Q6IAA8,ENSG00000149357,55004
10459,Q9Y2Q5,ENSG00000116586,28956
10460,Q9UHA4,ENSG00000109270,8649
10461,Q0VGL1,ENSG00000188186,389541
10462,O43504,ENSG00000134248,10542
10463,Q96GA3,ENSG00000135521,84946
10464,Q9NQ29,ENSG00000007392,55692
10465,P51884,ENSG00000139329,4060
10466,Q8IV03,ENSG00000153714,286343
10467,Q96LR2,ENSG00000171357,541468
10468,Q86V48,ENSG00000169641,7798
10469,Q86TE4,ENSG00000187398,338645
10470,Q9P127,ENSG00000102021,51213
10471,O75342,ENSG00000179477,242
10472,O15296,ENSG00000179593,247
10473,Q9BS40,ENSG00000079257,56925
10474,Q8NDX9,ENSG00000240053,58496
10475,Q8NDX9,ENSG00000239285,58496
10476,Q8NDX9,ENSG00000241132,58496
10477,Q8NDX9,ENSG00000240433,58496
10478,Q8NDX9,ENSG00000241713,58496
10479,Q8NDX9,ENSG00000244672,58496
10480,Q8NDX9,ENSG00000239497,58496
10481,Q5SRR4,ENSG00000111971,80741
10482,Q5SRR4,ENSG00000204428,80741
10483,Q5SRR4,ENSG00000206404,80741
10484,Q5SRR4,ENSG00000228883,80741
10485,Q5SRR4,ENSG00000231325,80741
10486,Q5SRR4,ENSG00000226404,80741
10487,Q5SRR4,ENSG00000237495,80741
10488,O95867,ENSG00000204421,80740
10489,O95867,ENSG00000206398,80740
10490,O95867,ENSG00000235452,80740
10491,O95867,ENSG00000228250,80740
10492,O95867,ENSG00000228859,80740
10493,O95867,ENSG00000236183,80740
10494,O95867,ENSG00000235925,80740
10495,O95868,ENSG00000244355,58530
10496,O95868,ENSG00000206402,58530
10497,O95868,ENSG00000226603,58530
10498,O95868,ENSG00000234443,58530
10499,O95868,ENSG00000235302,58530
10500,O95868,ENSG00000225993,58530
10501,O95868,ENSG00000236902,58530
10502,Q5SQ64,ENSG00000204424,259215
10503,Q5SQ64,ENSG00000243804,259215
10504,Q5SQ64,ENSG00000241822,259215
10505,Q5SQ64,ENSG00000239741,259215
10506,Q5SQ64,ENSG00000240008,259215
10507,Q5SQ64,ENSG00000240957,259215
10508,Q5SQ64,ENSG00000243003,259215
10509,Q14210,ENSG00000167656,8581
10510,Q16553,ENSG00000160932,4061
10511,Q16553,ENSG00000278032,4061
10512,O94772,ENSG00000176956,4062
10513,O94772,ENSG00000274488,4062
10514,Q17RY6,ENSG00000160886,54742
10515,O60449,ENSG00000054219,100526664
10516,O60449,ENSG00000054219,4065
10517,O95711,ENSG00000112799,9450
10518,Q9Y6Y9,ENSG00000154589,23643
10519,Q9HBG7,ENSG00000122224,4063
10520,P10253,ENSG00000171298,2548
10521,P14151,ENSG00000188404,6402
10522,P16581,ENSG00000007908,6401
10523,P16109,ENSG00000174175,6403
10524,Q9NX58,ENSG00000145220,55646
10525,Q8N1E2,ENSG00000144214,129530
10526,Q86SG7,ENSG00000185674,254773
10527,P12980,ENSG00000104903,4066
10528,P0DP58,ENSG00000180155,111188157
10529,P0DP58,ENSG00000180155,66004
10530,P07948,ENSG00000254087,4067
10531,P28300,ENSG00000113083,4015
10532,O75608,ENSG00000120992,10434
10533,O95372,ENSG00000011009,11313
10534,Q8N2G4,ENSG00000150551,116372
10535,Q6UXB3,ENSG00000197353,137797
10536,O95274,ENSG00000124466,27076
10537,Q6UWN0,ENSG00000273111,147719
10538,Q6UWN5,ENSG00000159871,284348
10539,Q86Y78,ENSG00000187123,130574
10540,Q6UX82,ENSG00000259823,646627
10541,Q5VWZ2,ENSG00000143353,127018
10542,Q86UE4,ENSG00000147649,92140
10543,O43325,ENSG00000102897,57149
10544,Q9NU23,ENSG00000083099,57226
10545,Q9HD34,ENSG00000214113,57128
10546,Q5U5X0,ENSG00000186687,90624
10547,A8MSI8,ENSG00000232859,201229
10548,P61626,ENSG00000090382,4069
10549,Q96S90,ENSG00000163155,388695
10550,Q8IV50,ENSG00000140280,256586
10551,Q7Z3D4,ENSG00000176018,116068
10552,Q5XG99,ENSG00000183060,145748
10553,Q99698,ENSG00000143669,1130
10554,Q9Y5Y7,ENSG00000133800,10894
10555,Q6UWQ5,ENSG00000120563,84569
10556,Q7Z4W2,ENSG00000151033,119180
10557,Q96KX0,ENSG00000157093,131375
10558,Q96QH8,ENSG00000171478,389852
10559,Q96QH8,ENSG00000171478,729201
10560,Q96QH8,ENSG00000171489,389852
10561,Q96QH8,ENSG00000171489,729201
10562,O75951,ENSG00000277042,57151
10563,O75951,ENSG00000275722,57151
10564,Q8WZA0,ENSG00000162441,84328
10565,Q9NQ48,ENSG00000163818,54585
10566,Q8N653,ENSG00000099949,8216
10567,Q9Y250,ENSG00000061337,11178
10568,Q9BRK4,ENSG00000107816,84445
10569,O60299,ENSG00000088899,9762
10570,Q9BXT6,ENSG00000073146,54456
10571,Q567V2,ENSG00000254858,84769
10572,Q6P0N0,ENSG00000129534,55320
10573,Q8TC57,ENSG00000159374,130951
10574,P0DM35,ENSG00000244020,645745
10575,Q9NPA3,ENSG00000165175,58526
10576,Q8IYB1,ENSG00000180611,151963
10577,Q9UI17,ENSG00000132837,29958
10578,Q02978,ENSG00000108528,8402
10579,Q02779,ENSG00000130758,4294
10580,Q16584,ENSG00000173327,4296
10581,Q12852,ENSG00000139625,7786
10582,O43283,ENSG00000073803,9175
10583,Q99558,ENSG00000006062,9020
10584,Q6ZN16,ENSG00000180815,389840
10585,Q56UN5,ENSG00000176601,80122
10586,Q13233,ENSG00000095015,4214
10587,Q9NYL2,ENSG00000091436,51776
10588,Q5TCX8,ENSG00000143674,84451
10589,Q9Y2U5,ENSG00000169967,10746
10590,Q99759,ENSG00000198909,4215
10591,Q9Y6R4,ENSG00000085511,4216
10592,Q99683,ENSG00000197442,4217
10593,O95382,ENSG00000142733,9064
10594,O43318,ENSG00000135341,6885
10595,P41279,ENSG00000107968,1326
10596,P80192,ENSG00000006432,4293
10597,P57077,ENSG00000156265,56911
10598,Q96PG2,ENSG00000172689,341116
10599,Q9NXJ0,ENSG00000071203,54860
10600,Q5J8X5,ENSG00000204979,503497
10601,Q96JA4,ENSG00000166928,84689
10602,Q8N5U1,ENSG00000166961,219995
10603,Q96JQ5,ENSG00000110079,51338
10604,Q9H2W1,ENSG00000110077,64231
10605,Q96DS6,ENSG00000166926,245802
10606,Q9BY19,ENSG00000166959,83661
10607,Q92918,ENSG00000104814,11184
10608,Q92918,ENSG00000282928,11184
10609,Q12851,ENSG00000168067,5871
10610,Q8IVH8,ENSG00000011566,8491
10611,O95819,ENSG00000071054,9448
10612,Q9Y4K4,ENSG00000012983,11183
10613,P33908,ENSG00000111885,4121
10614,O60476,ENSG00000198162,10905
10615,Q9UKM7,ENSG00000177239,11253
10616,Q9NR34,ENSG00000117643,57134
10617,Q16706,ENSG00000112893,4124
10618,P49641,ENSG00000196547,4122
10619,O00754,ENSG00000104774,4125
10620,Q9Y2E5,ENSG00000013288,23324
10621,Q9NTJ4,ENSG00000140400,4123
10622,Q9H9H5,ENSG00000180834,79929
10623,Q3KQU3,ENSG00000116871,55700
10624,Q96T17,ENSG00000184368,256714
10625,Q8IWC1,ENSG00000129680,79649
10626,O43708,ENSG00000100577,2954
10627,O60336,ENSG00000137802,23005
10628,Q6ZN28,ENSG00000183742,346389
10629,Q9BQ69,ENSG00000133315,28992
10630,A1Z1Q3,ENSG00000172264,140733
10631,Q9UPN3,ENSG00000127603,23499
10632,Q96GV9,ENSG00000181751,90355
10633,Q8N5G2,ENSG00000204178,55219
10634,Q05195,ENSG00000059728,4084
10635,Q9BW11,ENSG00000213347,83463
10636,Q14582,ENSG00000123933,10608
10637,Q13477,ENSG00000099866,8174
10638,Q8WXG6,ENSG00000110514,8567
10639,A6NDP7,ENSG00000185105,255275
10640,Q7L5Y9,ENSG00000090316,10296
10641,Q96JY0,ENSG00000143194,84944
10642,Q9H063,ENSG00000179632,84232
10643,Q8NHW3,ENSG00000182759,389692
10644,Q9Y5Q3,ENSG00000204103,9935
10645,Q9ULX9,ENSG00000185022,23764
10646,O15525,ENSG00000197063,4097
10647,O60675,ENSG00000198517,7975
10648,O75444,ENSG00000178573,4094
10649,P43355,ENSG00000198681,4100
10650,P43356,ENSG00000183305,266740
10651,P43356,ENSG00000183305,4101
10652,P43356,ENSG00000268606,266740
10653,P43356,ENSG00000268606,4101
10654,P43357,ENSG00000221867,4102
10655,P43358,ENSG00000147381,4103
10656,P43360,ENSG00000197172,4105
10657,P43361,ENSG00000156009,4107
10658,P43362,ENSG00000123584,4108
10659,P43362,ENSG00000123584,728269
10660,P43362,ENSG00000267978,4108
10661,P43362,ENSG00000267978,728269
10662,P43363,ENSG00000124260,4109
10663,P43364,ENSG00000185247,4110
10664,P43365,ENSG00000213401,4111
10665,P43366,ENSG00000214107,4112
10666,O15479,ENSG00000099399,4113
10667,O15480,ENSG00000198798,4114
10668,O15481,ENSG00000120289,4115
10669,Q9BZ81,ENSG00000188408,347541
10670,Q8N7X4,ENSG00000176746,158809
10671,Q96LZ2,ENSG00000177689,139422
10672,A2A368,ENSG00000189023,139604
10673,A8MXT2,ENSG00000182798,645864
10674,Q96M61,ENSG00000176774,286514
10675,O60732,ENSG00000155495,9947
10676,Q9UBF1,ENSG00000046774,51438
10677,Q8TD91,ENSG00000165509,139081
10678,Q9Y5V3,ENSG00000179222,9500
10679,Q9UNF1,ENSG00000102316,10916
10680,Q96JG8,ENSG00000187243,728239
10681,Q96JG8,ENSG00000187243,81557
10682,Q96JG8,ENSG00000154545,728239
10683,Q96JG8,ENSG00000154545,81557
10684,Q9HCI5,ENSG00000198934,57692
10685,Q8TD90,ENSG00000186675,139599
10686,Q9HAY2,ENSG00000177383,64110
10687,Q9H213,ENSG00000187601,28986
10688,Q96QZ7,ENSG00000151276,9223
10689,Q96QZ7,ENSG00000282956,9223
10690,Q86UL8,ENSG00000187391,9863
10691,Q5TCQ9,ENSG00000081026,260425
10692,Q9H6Y5,ENSG00000269313,79917
10693,Q9UJ55,ENSG00000254585,54551
10694,Q9UJ55,ENSG00000288188,54551
10695,Q9H0U3,ENSG00000102158,84061
10696,P20916,ENSG00000105695,4099
10697,Q8WWC4,ENSG00000162972,79568
10698,Q3KP22,ENSG00000168070,283129
10699,Q9BXY0,ENSG00000198042,84549
10700,P20794,ENSG00000111837,4117
10701,Q969L2,ENSG00000147676,114569
10702,Q9BSK0,ENSG00000155254,83742
10703,Q8N4S9,ENSG00000152939,153562
10704,Q8N4S9,ENSG00000274671,153562
10705,Q96A59,ENSG00000140832,91862
10706,Q13021,ENSG00000144063,7851
10707,Q5VYJ5,ENSG00000204740,340895
10708,Q9UDY8,ENSG00000172175,10892
10709,P21145,ENSG00000172005,4118
10710,Q7Z304,ENSG00000165072,256691
10711,Q13495,ENSG00000013619,10046
10712,Q92585,ENSG00000161021,9794
10713,Q92585,ENSG00000283780,9794
10714,Q8IZL2,ENSG00000184384,84441
10715,Q96JK9,ENSG00000196782,55534
10716,Q9Y2U8,ENSG00000174106,23592
10717,O00462,ENSG00000109323,4126
10718,Q9NQG1,ENSG00000101363,63905
10719,Q5SRI9,ENSG00000172469,79694
10720,Q5VSG8,ENSG00000185090,149175
10721,P55145,ENSG00000145050,7873
10722,Q9H8J5,ENSG00000111261,54682
10723,Q9H8J5,ENSG00000281818,54682
10724,A6NHS7,ENSG00000205693,100287284
10725,P23368,ENSG00000082212,4200
10726,Q16798,ENSG00000151376,10873
10727,P48163,ENSG00000065833,4199
10728,Q9P2G4,ENSG00000212916,54627
10729,P53582,ENSG00000164024,23173
10730,Q6UB28,ENSG00000172878,254042
10731,P78559,ENSG00000166963,4130
10732,P46821,ENSG00000131711,4131
10733,Q66K74,ENSG00000130479,55201
10734,P50579,ENSG00000111142,10988
10735,P27816,ENSG00000047849,4134
10736,Q96JE9,ENSG00000171533,4135
10737,Q14244,ENSG00000135525,9053
10738,Q49MG5,ENSG00000164114,79884
10739,P49137,ENSG00000162889,9261
10740,Q16644,ENSG00000114738,7867
10741,Q8IW41,ENSG00000089022,8550
10742,Q16655,ENSG00000120215,2315
10743,Q5VT66,ENSG00000186205,64757
10744,Q969Z3,ENSG00000117791,54996
10745,Q9UEW3,ENSG00000019169,8685
10746,P29966,ENSG00000277443,4082
10747,Q15691,ENSG00000101367,22919
10748,Q15555,ENSG00000166974,10982
10749,Q9UPY8,ENSG00000084764,22924
10750,Q9Y4F3,ENSG00000166783,9665
10751,Q9Y4F3,ENSG00000277140,9665
10752,Q8TCQ1,ENSG00000145416,55016
10753,Q9P0N8,ENSG00000099785,51257
10754,Q86UD3,ENSG00000173926,115123
10755,Q9P2E8,ENSG00000144583,57574
10756,Q9NX47,ENSG00000198060,54708
10757,O60337,ENSG00000145495,10299
10758,Q9H992,ENSG00000136536,64844
10759,Q5T0T0,ENSG00000165406,220972
10760,Q5T0T0,ENSG00000278545,220972
10761,Q86YJ5,ENSG00000139266,92979
10762,Q8NA82,ENSG00000173838,162333
10763,A6NNE9,ENSG00000183654,441061
10764,Q9P0L2,ENSG00000116141,4139
10765,Q7KZI7,ENSG00000072518,2011
10766,P27448,ENSG00000075413,4140
10767,Q96L34,ENSG00000007047,57787
10768,P35410,ENSG00000204687,116511
10769,P35410,ENSG00000206470,116511
10770,P35410,ENSG00000206515,116511
10771,P35410,ENSG00000233141,116511
10772,P35410,ENSG00000234954,116511
10773,P35410,ENSG00000228377,116511
10774,P35410,ENSG00000228515,116511
10775,P35410,ENSG00000237284,116511
10776,P48740,ENSG00000127241,5648
10777,O00187,ENSG00000009724,10747
10778,Q9Y2H9,ENSG00000105613,22983
10779,Q6P0Q8,ENSG00000086015,23139
10780,O60307,ENSG00000099308,23031
10781,O15021,ENSG00000069020,375449
10782,Q6ZN01,ENSG00000176909,284358
10783,Q96EH3,ENSG00000156928,115416
10784,P04201,ENSG00000130368,4142
10785,P51948,ENSG00000020426,4331
10786,Q9NZL9,ENSG00000038274,27430
10787,P42679,ENSG00000007264,4145
10788,P21941,ENSG00000162510,4146
10789,O00339,ENSG00000132561,4147
10790,O15232,ENSG00000132031,4148
10791,O95460,ENSG00000124159,8785
10792,P43243,ENSG00000015479,9782
10793,Q7Z434,ENSG00000088888,57506
10794,P61244,ENSG00000125952,4149
10795,P56270,ENSG00000103495,4150
10796,Q96EY5,ENSG00000141971,93343
10797,Q9H7P6,ENSG00000196814,89853
10798,Q13394,ENSG00000180660,4081
10799,Q9Y586,ENSG00000181541,10586
10800,Q8N8X9,ENSG00000173212,126868
10801,Q08AI8,ENSG00000172478,79919
10802,Q8WWY6,ENSG00000170948,85509
10803,Q8NHZ7,ENSG00000230522,125997
10804,A6NE82,ENSG00000182315,653657
10805,A6NDZ8,ENSG00000205718,653656
10806,A6NJ08,ENSG00000237247,284428
10807,Q9BQG0,ENSG00000132382,10514
10808,Q9UIS9,ENSG00000141644,4152
10809,Q9UBB5,ENSG00000134046,8932
10810,O95983,ENSG00000071655,53615
10811,O95243,ENSG00000129071,8930
10812,Q9P267,ENSG00000204406,55777
10813,Q96DN6,ENSG00000166987,114785
10814,Q9NS73,ENSG00000151332,51562
10815,P11226,ENSG00000165471,4153
10816,A4D2B0,ENSG00000214309,255374
10817,Q68D91,ENSG00000176055,153364
10818,Q9NR56,ENSG00000152601,4154
10819,Q5VZF2,ENSG00000139793,10150
10820,Q9NUK0,ENSG00000076770,55796
10821,Q6ZNC8,ENSG00000172197,154141
10822,Q6ZWT7,ENSG00000143797,129642
10823,Q96T53,ENSG00000177669,619373
10824,Q6P1A2,ENSG00000111684,10162
10825,Q96N66,ENSG00000125505,79143
10826,Q96N66,ENSG00000276935,79143
10827,Q96N66,ENSG00000277025,79143
10828,Q96N66,ENSG00000278322,79143
10829,Q96N66,ENSG00000278519,79143
10830,Q96N66,ENSG00000277733,79143
10831,Q96N66,ENSG00000274194,79143
10832,Q96N66,ENSG00000275118,79143
10833,Q96N66,ENSG00000277923,79143
10834,Q96N66,ENSG00000273592,79143
10835,A2RUH7,ENSG00000221986,343263
10836,P02686,ENSG00000197971,4155
10837,Q4ZIN3,ENSG00000182087,91304
10838,Q05BQ5,ENSG00000011258,54799
10839,Q14703,ENSG00000140943,8720
10840,O43462,ENSG00000012174,51360
10841,P41968,ENSG00000124089,4159
10842,P32245,ENSG00000166603,4160
10843,P33032,ENSG00000176136,4161
10844,O43324,ENSG00000124802,9521
10845,Q6VMQ6,ENSG00000171681,55729
10846,Q5U623,ENSG00000166669,80063
10847,Q8N8R3,ENSG00000197119,123096
10848,O43772,ENSG00000178537,788
10849,Q96RQ3,ENSG00000078070,56922
10850,Q9HCC0,ENSG00000131844,64087
10851,P59942,ENSG00000204511,401250
10852,P59942,ENSG00000206447,401250
10853,P59942,ENSG00000226923,401250
10854,P59942,ENSG00000226841,401250
10855,P59942,ENSG00000225228,401250
10856,P59942,ENSG00000228662,401250
10857,P59942,ENSG00000238238,401250
10858,P59942,ENSG00000231975,401250
10859,O60942,ENSG00000111880,8732
10860,Q96PE7,ENSG00000124370,84693
10861,Q8IX19,ENSG00000183019,199675
10862,O43148,ENSG00000101654,8731
10863,O15068,ENSG00000126217,23263
10864,P10911,ENSG00000101977,4168
10865,Q8NI22,ENSG00000180398,90411
10866,Q99705,ENSG00000128285,2847
10867,Q969V1,ENSG00000152034,84539
10868,P20382,ENSG00000183395,5367
10869,D6RGH6,ENSG00000234602,345643
10870,Q07820,ENSG00000143384,4170
10871,Q9GZU1,ENSG00000090674,57192
10872,Q8IZK6,ENSG00000153898,255231
10873,Q8TDD5,ENSG00000055732,55283
10874,Q7L590,ENSG00000065328,55388
10875,P49736,ENSG00000073111,4171
10876,P25205,ENSG00000112118,4172
10877,P33991,ENSG00000104738,4173
10878,P33992,ENSG00000100297,4174
10879,Q14566,ENSG00000076003,4175
10880,P33993,ENSG00000166508,4176
10881,Q9UJA3,ENSG00000125885,84515
10882,Q9NXL9,ENSG00000111877,254394
10883,Q9BTE3,ENSG00000197771,79892
10884,Q4G0Z9,ENSG00000178460,157777
10885,Q8NEM0,ENSG00000147316,79648
10886,Q8NEM0,ENSG00000285262,79648
10887,P15529,ENSG00000117335,4179
10888,C9JLW8,ENSG00000225663,348262
10889,C9JLW8,ENSG00000288213,348262
10890,Q9BUT9,ENSG00000172366,84331
10891,Q96EZ8,ENSG00000187778,10445
10892,P08235,ENSG00000151623,4306
10893,P49901,ENSG00000163206,4184
10894,Q6DN14,ENSG00000175471,79772
10895,Q6DN12,ENSG00000140563,55784
10896,Q9ULC4,ENSG00000232119,28985
10897,Q9ULC4,ENSG00000288295,28985
10898,Q9NWR8,ENSG00000005059,55013
10899,Q96AQ8,ENSG00000050393,63933
10900,Q8NE86,ENSG00000156026,90550
10901,Q86YW9,ENSG00000144893,116931
10902,Q71F56,ENSG00000123066,23389
10903,Q9Y6D9,ENSG00000002822,8379
10904,Q15013,ENSG00000124688,9587
10905,Q13257,ENSG00000164109,4085
10906,Q9UI95,ENSG00000116670,10459
10907,Q14676,ENSG00000137337,9656
10908,Q14676,ENSG00000206481,9656
10909,Q14676,ENSG00000224587,9656
10910,Q14676,ENSG00000225589,9656
10911,Q14676,ENSG00000234012,9656
10912,Q14676,ENSG00000231135,9656
10913,Q14676,ENSG00000228575,9656
10914,Q14676,ENSG00000237095,9656
10915,Q6PJG2,ENSG00000156030,91748
10916,Q9P1T7,ENSG00000135272,29969
10917,Q99750,ENSG00000112559,4188
10918,Q8NFP4,ENSG00000112139,266727
10919,Q7Z553,ENSG00000139915,161357
10920,Q5I0G3,ENSG00000138400,130752
10921,P40925,ENSG00000014641,4190
10922,P40926,ENSG00000146701,4191
10923,Q8TC05,ENSG00000111554,56890
10924,Q00987,ENSG00000135679,4193
10925,O15151,ENSG00000198625,4194
10926,Q9NU22,ENSG00000112159,23195
10927,Q9NU22,ENSG00000288121,23195
10928,P08183,ENSG00000085563,5243
10929,P21439,ENSG00000005471,5244
10930,Q16626,ENSG00000124733,4201
10931,Q6P9B6,ENSG00000140950,57707
10932,Q03112,ENSG00000085276,2122
10933,P51608,ENSG00000169057,4204
10934,Q9BV79,ENSG00000116353,51102
10935,Q9BTT4,ENSG00000133398,84246
10936,Q9P086,ENSG00000161920,400569
10937,Q93074,ENSG00000184634,9968
10938,Q9UHV7,ENSG00000108510,9969
10939,O60244,ENSG00000180182,9282
10940,Q96RN5,ENSG00000099917,51586
10941,Q9Y2X0,ENSG00000175221,10025
10942,Q9NVC6,ENSG00000042429,9440
10943,Q9BUE0,ENSG00000130772,54797
10944,Q9BUE0,ENSG00000284944,54797
10945,A0JLT2,ENSG00000156603,219541
10946,Q15648,ENSG00000125686,5469
10947,Q9H944,ENSG00000124641,9477
10948,Q13503,ENSG00000152944,9412
10949,Q15528,ENSG00000148297,6837
10950,Q15528,ENSG00000281022,6837
10951,Q9ULK4,ENSG00000112282,9439
10952,O75448,ENSG00000008838,9862
10953,Q71SY5,ENSG00000104973,81857
10954,O95402,ENSG00000105085,9441
10955,Q6P2C8,ENSG00000160563,9442
10956,Q9H204,ENSG00000118579,80306
10957,Q9NX70,ENSG00000063322,55588
10958,Q96HR3,ENSG00000164758,90390
10959,Q9Y3C7,ENSG00000108590,51003
10960,Q9NPJ6,ENSG00000136146,29079
10961,O75586,ENSG00000133997,10001
10962,O43513,ENSG00000155868,9443
10963,Q96G25,ENSG00000159479,112950
10964,Q9NWA0,ENSG00000141026,55090
10965,Q5VYS4,ENSG00000102802,84935
10966,Q02078,ENSG00000068305,4205
10967,Q02080,ENSG00000213999,100271849
10968,Q02080,ENSG00000213999,4207
10969,Q06413,ENSG00000081189,4208
10970,Q14814,ENSG00000116604,4209
10971,O15553,ENSG00000103313,4210
10972,Q96KG7,ENSG00000145794,84466
10973,A6BM72,ENSG00000157890,84465
10974,O75095,ENSG00000162591,1953
10975,Q7Z7M0,ENSG00000105429,1954
10976,Q9H1U4,ENSG00000106780,1955
10977,Q5TIA1,ENSG00000167077,150365
10978,A8MW99,ENSG00000269964,101928601
10979,Q5JSS6,ENSG00000197889,644890
10980,A0A087WXM9,ENSG00000239642,728637
10981,Q8N635,ENSG00000162039,254528
10982,A2RUB1,ENSG00000180336,284071
10983,C9JSJ3,ENSG00000237452,388553
10984,O00470,ENSG00000143995,4211
10985,O14770,ENSG00000134138,4212
10986,Q99687,ENSG00000105419,56917
10987,Q14680,ENSG00000165304,9833
10988,Q9BV36,ENSG00000115648,79083
10989,Q14D04,ENSG00000197415,79674
10990,Q9Y316,ENSG00000162959,51072
10991,O00255,ENSG00000133895,4221
10992,Q9BUN1,ENSG00000143443,54964
10993,P50221,ENSG00000005102,4222
10994,P50222,ENSG00000106511,4223
10995,Q16819,ENSG00000112818,4224
10996,Q16820,ENSG00000141434,4225
10997,Q9BQA1,ENSG00000116455,79084
10998,Q7L2J0,ENSG00000146834,56257
10999,Q9NQ76,ENSG00000152595,56955
11000,Q9H9K5,ENSG00000226887,100288413
11001,Q96MC5,ENSG00000166780,89927
11002,Q96MC5,ENSG00000278823,89927
11003,P35240,ENSG00000186575,4771
11004,Q12866,ENSG00000153208,10461
11005,Q14696,ENSG00000117899,23184
11006,Q8N4P3,ENSG00000184508,374659
11007,Q9BRJ9,ENSG00000166823,55897
11008,Q0VG99,ENSG00000188095,145873
11009,Q5EB52,ENSG00000106484,4232
11010,Q9HCE5,ENSG00000145388,57721
11011,A6NJ78,ENSG00000169519,196074
11012,Q86W50,ENSG00000127804,79066
11013,Q9H7H0,ENSG00000165792,64745
11014,O95568,ENSG00000171806,92342
11015,Q9BUU2,ENSG00000067365,79091
11016,Q86XA0,ENSG00000181038,124512
11017,Q5JXM2,ENSG00000053328,728464
11018,Q8N6Q8,ENSG00000127720,84190
11019,Q8N6F8,ENSG00000165171,155368
11020,Q96IZ6,ENSG00000087995,339175
11021,Q6P1Q9,ENSG00000165055,55798
11022,Q9H8H3,ENSG00000185432,25840
11023,Q6UX53,ENSG00000170439,196410
11024,Q99707,ENSG00000116984,4548
11025,Q00266,ENSG00000151224,4143
11026,P31153,ENSG00000168906,4144
11027,Q8N3J2,ENSG00000101574,64863
